time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
0,207.59860336,9.09545917193,48.0952618308,167.139722718,48.5916641619,12.1171027621,152.101602411,543.913616474,18.0989972941,26.0504140121,53.6113390771,5.19369871575,265.819694602
2060,207.59860336,13.1552994881,46.4409718402,166.050482439,48.9571547387,12.5160256686,150.404782417,724.225964241,17.4563474016,26.0504140121,50.5547536176,4.72273810967,208.762440025
2985,NA,8.31472064958,46.4409718402,168.228962997,49.8708811806,11.9841284599,152.101602411,558.421506524,17.0707574661,24.0551044229,51.5736154374,NA,194.49812638
4490,213.562736503,8.31472064958,41.4781018684,168.228962997,47.67793772,11.8511541578,150.404782417,556.348950803,15.5283977241,24.0551044229,47.4981681581,4.56575124097,270.574465817
5880,211.574692122,7.84627753617,41.4781018684,167.139722718,49.3226453155,11.9841284599,150.404782417,606.090288118,17.0707574661,24.1976265364,45.4604445185,4.56575124097,207.177516286
7240,205.610558978,8.00242524064,44.7866818496,168.228962997,48.2261735851,11.9841284599,150.404782417,608.162843839,17.1992874446,23.7700601959,44.4415826986,4.25177750359,248.385533481
8675,209.586647741,7.84627753617,41.4781018684,168.228962997,47.3124471432,11.9841284599,148.707962423,644.432568965,17.8419373371,23.7700601959,42.403859059,4.40876437228,170.724270306
10160,207.59860336,8.15857294511,41.4781018684,168.228962997,47.4951924316,11.8511541578,150.404782417,591.582398068,17.3278174231,23.6275380823,43.4227208788,4.56575124097,237.291067313
11585,207.59860336,7.84627753617,44.7866818496,168.228962997,46.2159754128,11.4522312512,148.707962423,611.271677422,19.2557671006,23.6275380823,45.4604445185,4.56575124097,164.384575353
13000,205.610558978,7.84627753617,43.132391859,163.872001881,44.9367583941,11.7181798556,145.314322434,645.468846826,23.754316348,25.9078918986,46.4793063383,4.56575124097,245.215686005
14560,207.59860336,7.69012983171,43.132391859,168.228962997,49.6881358922,12.6489999708,148.707962423,648.577680408,21.8263666705,26.4779803526,44.4415826986,4.40876437228,197.667973857
14739,209.586647741,7.69012983171,44.7866818496,168.228962997,49.3226453155,12.5160256686,148.707962423,NA,21.5693067135,23.4850159688,44.4415826986,4.25177750359,245.215686005
16360,205.610558978,7.84627753617,41.4781018684,166.050482439,50.7846076226,12.9149485752,147.011142428,636.142346079,24.3969662405,26.4779803526,45.4604445185,4.40876437228,140.610719279
17355,211.574692122,7.84627753617,43.132391859,170.407443555,50.7846076226,12.6489999708,147.011142428,609.1991217,21.3122467565,26.9055466932,51.5736154374,4.72273810967,146.950414232
18770,209.586647741,7.69012983171,43.132391859,169.318203276,47.1297018548,11.8511541578,148.707962423,539.768505031,22.0834266275,23.7700601959,53.6113390771,4.87972497836,215.102134978
20165,211.574692122,7.84627753617,43.132391859,169.318203276,47.8606830083,11.9841284599,147.011142428,537.69594931,22.469016563,26.4779803526,53.6113390771,4.56575124097,173.894117783
21600,213.562736503,7.69012983171,43.132391859,168.228962997,46.0332301244,11.5852055534,148.707962423,544.949894335,22.3404865845,26.3354582391,52.5924772572,4.56575124097,224.611677407
23125,NA,NA,NA,NA,46.5814659896,11.5852055534,150.404782417,484.845778412,18.9987071436,24.0551044229,NA,4.87972497836,NA
23939,227.479047173,NA,41.4781018684,NA,47.3124471432,11.8511541578,152.101602411,406.088660996,58.0718206069,24.6251928769,45.4604445185,4.56575124097,NA
24330,219.526869647,8.47086835405,36.5152318967,169.318203276,59.3736361769,15.7074089208,152.101602411,409.197494579,61.6706600048,25.480325558,47.4981681581,5.19369871575,289.593550676
25084,217.538825266,9.09545917193,36.5152318967,169.318203276,59.1908908885,15.7074089208,153.798422406,329.404099302,40.3346835742,26.1929361256,50.5547536176,5.97863305921,273.744313294
25792,217.538825266,9.2516068764,39.8238118779,172.585924113,NA,NA,NA,NA,NA,NA,53.6113390771,6.60658053398,154.875032923
26493,215.550780885,9.87619769428,38.1695218873,170.407443555,54.9877492555,14.5106402013,153.798422406,318.005042834,38.0211439612,NA,56.6679245365,7.23452800876,205.592592548
