time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
0,225.491002791,11.12537933,39.8238118779,178.032125508,65.9524665589,15.9733575252,170.766622349,433.031885376,17.7134073586,26.1929361256,91.3092264105,4.72273810967,435.406534597
976,225.491002791,9.2516068764,46.4409718402,181.299846345,68.328155308,16.5052547339,170.766622349,402.979827414,14.3716279177,26.1929361256,92.3280882304,NA,262.649847126
1533,217.538825266,8.93931146746,38.1695218873,176.942885229,NA,NA,NA,NA,NA,NA,NA,5.66465932183,486.124094222
2411,219.526869647,8.15857294511,43.132391859,178.032125508,63.9422683866,15.5744346187,170.766622349,405.052383136,15.3998677456,26.0504140121,97.4223973295,5.50767245313,327.631720395
3470,213.562736503,7.37783442277,44.7866818496,175.85364495,NA,NA,NA,NA,NA,NA,105.573291888,5.82164619052,419.557297215
5006,211.574692122,7.06553901383,49.7495518214,178.032125508,59.0081456001,14.6436145034,172.463442343,365.673824428,13.4719180682,26.3354582391,114.743048266,5.66465932183,248.385533481
5916,205.610558978,6.44094819595,49.7495518214,175.85364495,NA,NA,NA,NA,NA,NA,113.724186447,5.97863305921,362.500042637
6604,203.622514597,7.69012983171,48.0952618308,173.675164392,59.3736361769,14.7765888056,175.857082332,361.528712985,12.8292681757,26.3354582391,117.799633726,6.2926067966,486.124094222
7996,213.562736503,7.37783442277,48.0952618308,176.942885229,59.7391267537,14.6436145034,170.766622349,368.78265801,NA,25.9078918986,124.931666465,5.82164619052,288.008626938
9516,213.562736503,7.53398212724,48.0952618308,178.032125508,58.8254003117,14.3776658991,169.069802354,347.020822935,14.3716279177,26.3354582391,129.007113744,5.82164619052,288.008626938
10944,217.538825266,7.2216867183,49.7495518214,181.299846345,59.5563814653,14.9095631078,NA,350.129656517,16.9422274876,26.9055466932,134.101422843,6.1356199279,126.346405634
11415,213.562736503,7.2216867183,48.0952618308,179.121365787,NA,NA,NA,NA,NA,NA,134.101422843,6.1356199279,170.724270306
11840,215.550780885,8.00242524064,43.132391859,176.942885229,58.2771644466,14.3776658991,174.160262337,338.730600049,22.5975465415,26.9055466932,113.724186447,5.19369871575,280.084008247
12207,217.538825266,7.53398212724,44.7866818496,179.121365787,57.7289285814,14.3776658991,174.160262337,338.730600049,21.3122467565,27.0480688067,97.4223973295,4.40876437228,189.743355165
12542,213.562736503,NA,48.0952618308,178.032125508,58.459909735,14.7765888056,169.069802354,NA,25.1681461115,NA,85.1960554916,4.25177750359,207.177516286
12915,213.562736503,7.53398212724,48.0952618308,175.85364495,NA,NA,NA,NA,NA,NA,77.045160933,3.9378037662,359.33019516
13284,215.550780885,6.75324360489,NA,175.85364495,58.2771644466,14.3776658991,169.069802354,334.585488606,24.011376305,26.6205024661,64.8188190951,3.46684316012,134.271024326
13658,221.514914029,7.2216867183,49.7495518214,180.210606066,58.8254003117,14.5106402013,170.766622349,332.512932884,22.983136477,26.7630245797,61.7622336356,3.46684316012,148.53533797
14026,219.526869647,6.75324360489,49.7495518214,178.032125508,NA,NA,NA,NA,NA,NA,54.6302008969,3.46684316012,NA
14446,221.514914029,7.06553901383,46.4409718402,179.121365787,NA,NA,NA,NA,NA,NA,49.5358917978,3.30985629143,280.084008247
14820,219.526869647,7.2216867183,49.7495518214,180.210606066,61.2010890608,15.1755117121,172.463442343,343.911989353,24.782556176,26.7630245797,44.4415826986,3.30985629143,340.311110301
15208,225.491002791,6.90939130936,49.7495518214,181.299846345,59.1908908885,14.1117172947,177.553902326,341.839433631,20.0269469716,27.1905909202,39.3472735995,3.15286942274,196.083050118
15572,223.50295841,7.37783442277,49.7495518214,178.032125508,NA,NA,NA,NA,NA,NA,35.2718263202,3.15286942274,467.105009363
16730,219.526869647,7.37783442277,46.4409718402,178.032125508,58.8254003117,14.1117172947,179.25072232,399.870993832,18.4845872296,27.1905909202,46.4793063383,4.56575124097,224.611677407
18156,219.526869647,8.00242524064,44.7866818496,NA,61.3838343492,NA,177.553902326,398.834715971,17.0707574661,27.4756351472,62.7810954555,5.97863305921,189.743355165
19516,NA,8.62701605852,43.132391859,172.585924113,58.6426550233,14.5106402013,170.766622349,379.145436617,15.2713377671,26.9055466932,79.0828845727,6.76356740268,235.706143575
21228,217.538825266,7.53398212724,43.132391859,175.85364495,58.6426550233,13.7127943882,177.553902326,390.544493086,15.5283977241,27.9032014878,72.9697136537,6.76356740268,579.63459478
22386,215.550780885,7.69012983171,46.4409718402,178.032125508,56.0842209859,13.8457686904,169.069802354,401.943549554,19.5128270576,27.3331130337,47.4981681581,5.50767245313,196.083050118
24136,215.550780885,7.37783442277,46.4409718402,174.764404671,NA,14.5106402013,167.37298236,418.523995325,17.8419373371,27.3331130337,58.7056481762,7.54850174614,196.083050118
